;Datum;Standort;Standortname;WGS84_lat;WGS84_lng;RainDur;StrGlo;T;T_max_h1;p
0;01.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;12.23;15.38;972.02
1;01.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;12.18;15.43;974.46
2;01.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;59.78;12.34;14.91;971.92
3;02.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;96.61;;9.63;13.56;972.32
4;02.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;81.65;;10.05;14.86;974.7
5;02.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;116.08;35.98;10.41;13.96;972.13
6;03.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;390.57;;8.01;8.68;978.91
7;03.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;432.02;;8.09;8.94;981.35
8;03.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;607.52;16.6;8.65;9.46;978.58
9;04.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;4.95;;8.31;10.94;978.3
10;04.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;10.72;;8.48;11.58;980.77
11;04.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;21.1;22.16;8.61;11.13;978.03
12;05.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;72.58;;10.55;12.14;975.05
13;05.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;42.15;;10.8;12.1;977.43
14;05.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;94.65;41.33;10.95;12.21;974.89
15;06.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;7.73;9.51;973.3
16;06.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;7.71;9.55;975.7
17;06.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;19.15;8.17;9.44;973.08
18;07.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;7.42;9.16;967.34
19;07.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;7.44;8.84;969.72
20;07.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;57.09;7.68;8.94;967.07
21;08.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;352.4;;6.59;7.37;958.15
22;08.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;407.67;;6.73;7.49;960.48
23;08.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;517.72;11.19;7.14;7.99;957.88
24;09.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;475.25;;5.54;7.34;957.63
25;09.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;456.72;;5.85;7.9;960.01
26;09.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;580.07;33.19;5.97;8.07;957.39
27;10.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;30.58;;5.26;6.98;971.62
28;10.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;8.58;;5.33;7.05;973.94
29;10.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;53.45;54.36;5.34;6.81;971.35
30;11.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;225.67;;6.71;7.91;969.92
31;11.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;220.45;;7.34;8.9;972.22
32;11.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;310.68;11.73;7.05;8.58;969.64
33;12.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;7.63;9.19;970.94
34;12.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;8.22;9.5;973.34
35;12.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;33.29;7.84;9.08;970.73
36;13.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;271.5;;7.89;8.84;968.05
37;13.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;208.63;;8.33;9.53;970.41
38;13.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;337.88;37.94;8.14;9.19;967.84
39;14.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;62.42;;7.5;10.28;967.43
40;14.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;66.18;;7.86;10.95;969.78
41;14.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;128.18;41.98;7.74;10.45;967.2
42;15.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;273.22;;6.35;10.69;960.12
43;15.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;275.93;;6.85;11.34;962.54
44;15.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;292.47;10.46;6.81;11.11;959.9
45;16.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;40.37;;3.17;6.57;945.56
46;16.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;32.57;;3.33;6.78;947.87
47;16.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;94.11;31.55;3.43;6.52;945.27
48;17.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;134.09;;2.04;3.42;937.94
49;17.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;122.48;;2.4;3.86;940.14
50;17.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;115.27;19.48;2.65;3.77;937.53
51;18.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;169.78;;1.36;2.34;945.73
52;18.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;213.02;;1.68;2.74;948.1
53;18.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;298.7;29.78;1.78;2.58;945.44
54;19.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;-0.52;1.68;958.12
55;19.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;-0.51;1.18;960.53
56;19.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;75.61;-0.32;1.11;957.8
57;20.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.12;;-1.94;0.76;965.14
58;20.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;11;;-1.86;0.51;967.59
59;20.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0.27;67.16;-1.63;0.46;964.71
60;21.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;112.45;;-2.59;-0.73;970.56
61;21.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;202.1;;-2.38;-0.68;973.1
62;21.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0.65;45.79;-2.09;-0.64;970.2
63;22.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;16.98;;-0.56;0.23;973.31
64;22.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;42.62;;-0.51;0.4;975.71
65;22.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;26.53;-0.38;0.43;972.96
66;23.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.18;;0.15;2;975.4
67;23.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0.6;;0.27;2.21;977.88
68;23.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;6;0.22;2.04;975.05
69;24.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;2.16;2.79;978.92
70;24.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;2.32;3.23;981.37
71;24.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;17.21;2.13;2.86;978.5
72;25.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;2.57;;1.72;2.28;976.45
73;25.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;6.6;;1.99;2.43;978.82
74;25.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;8.72;1.99;2.47;976.06
75;26.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;3.47;;0.52;0.8;968.51
76;26.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;17.67;;0.65;1.01;970.84
77;26.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0.17;10.27;0.71;1.16;968.1
78;27.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;3.15;;0.12;0.37;967.7
79;27.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;8.3;;0.24;0.56;970.15
80;27.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;7.85;0.25;0.55;967.29
81;28.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;3.52;;0.7;1.46;971.94
82;28.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;19.45;;0.8;1.64;974.33
83;28.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;25.82;0.77;1.47;971.59
84;29.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;0.79;1.68;975.42
85;29.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;0.95;1.82;977.77
86;29.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;31.86;0.78;1.43;975.05
87;30.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;59.35;;1.31;4.41;974.77
88;30.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;73.18;;1.63;4.62;977.2
89;30.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;64.42;76.86;1.52;4.35;974.44
90;31.01.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;14.53;;3.44;5.16;976.99
91;31.01.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;15.32;;3.78;5.42;979.38
92;31.01.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;20.41;71.48;3.81;5.28;976.65
93;01.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;32.32;;4.95;7.3;975.77
94;01.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;58.98;;5.18;7.4;978.11
95;01.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;29.98;65.4;5.05;7.27;975.47
96;02.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;54.12;;5.76;7.56;978.63
97;02.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;75.9;;6.03;7.93;981.05
98;02.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;54.37;26.24;5.76;7.5;978.32
99;03.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;5.17;;6.48;8.42;981.47
100;03.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;9.95;;6.83;8.71;983.85
101;03.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;4.17;67.93;6.53;8.45;981.09
102;04.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;216.83;;5.97;7.29;982.92
103;04.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;297.27;;6.01;7.45;985.27
104;04.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;216.08;25.11;6.24;7.54;982.51
105;05.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;394.17;;3.2;4.77;983.6
106;05.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;411.13;;3.5;5.01;985.98
107;05.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;429.37;35.17;3.65;4.76;983.16
108;06.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.08;;2.48;4.53;982.98
109;06.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;1.87;;2.5;4;985.35
110;06.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;57.27;2.66;4.35;982.52
111;07.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;-0.07;3.04;982.39
112;07.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;0.01;2.91;984.8
113;07.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;115.37;0.1;3.25;981.89
114;08.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;-1.59;0.19;981.7
115;08.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;-1.5;0.16;984.13
116;08.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;74.23;-1.46;0.14;981.18
117;09.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;-0.04;5.55;981.56
118;09.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;0.1;5.36;984.06
119;09.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;127.39;0.35;5.81;981.15
120;10.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;1.22;5.94;985.85
121;10.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;127.49;1.51;5.89;985.47
122;11.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;1.89;7.61;984.88
123;11.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;2.92;103.73;2.13;7.46;984.42
124;12.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;3.59;9.48;984.06
125;12.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;122.2;3.96;9.19;983.65
126;13.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;4.18;7.38;985.01
127;13.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;75.63;4.48;7.08;984.59
128;14.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;2.08;6.59;983.11
129;14.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;2.12;5.57;985.49
130;14.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;87.05;2.59;6.22;982.66
131;15.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;2.65;9.1;978.5
132;15.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;2.62;8.44;980.86
133;15.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;108.73;3.12;8.48;978.07
134;16.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;6.4;12.89;977.57
135;16.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;6.36;12.74;979.96
136;16.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;123.16;6.8;12.71;977.25
137;17.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;18.68;;10.11;13.53;977.74
138;17.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;26.88;;10.26;13.49;980.19
139;17.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;17.35;48.08;10.25;12.88;977.51
140;18.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;11.45;15.67;976.33
141;18.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;11.84;15.68;978.74
142;18.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;110.1;11.61;15.54;976.14
143;19.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;20.57;;9.36;10.52;975.92
144;19.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;20.35;;9.94;10.94;978.31
145;19.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;32.35;51.46;9.59;10.63;975.69
146;20.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;9.8;15.08;975.95
147;20.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;9.58;14.63;978.4
148;20.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;138.28;9.81;14.65;975.7
149;21.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;8.7;15.3;969.12
150;21.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;8.67;15.26;971.48
151;21.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;140.05;9.02;15.04;968.91
152;22.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;12.03;;8.85;13.56;964.34
153;22.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;17.85;;8.96;13.58;966.66
154;22.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;2.08;119.28;9.32;13.54;964.12
155;23.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;112.38;;10.5;13.91;962.88
156;23.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;147.47;;10.26;13.99;965.32
157;23.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;141.67;112.52;10.71;13.74;962.72
158;24.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;157.22;;9.37;15.18;957.45
159;24.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;151.12;;9.58;14.85;959.79
160;24.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;197.15;139.03;9.81;14.9;957.25
161;25.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;318.02;;5.18;8.99;956.72
162;25.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;306.94;;5.37;8.98;959.05
163;25.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;369.2;18.66;5.66;9.58;956.44
164;26.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.55;;0.35;2.18;961.34
165;26.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;4.7;;0.46;2.32;963.79
166;26.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;85.73;0.44;2.47;960.98
167;27.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.32;;0.06;0.98;967.05
168;27.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;3.53;;0.24;1.39;969.43
169;27.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;1.32;56.63;0.17;1.09;966.67
170;28.02.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;0.03;0.87;970.62
171;28.02.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;0.26;1.2;973.01
172;28.02.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;65.99;0.08;0.9;970.29
173;01.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;1.56;2.39;968.15
174;01.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;1.69;2.54;970.49
175;01.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;5.43;18.96;1.56;2.35;967.79
176;02.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;2.82;4.19;966.22
177;02.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;3.11;4.58;968.5
178;02.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;32.81;2.9;4.38;965.84
179;03.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;4.07;7.51;968.85
180;03.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;4.19;7.64;971.19
181;03.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;81.03;4.24;7.43;968.51
182;04.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;5.29;9.96;969.81
183;04.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;5.92;9.98;972.21
184;04.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;142.01;5.73;9.69;969.57
185;05.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;3.84;7.14;964.58
186;05.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;3.98;6.91;966.9
187;05.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;105.76;3.96;6.96;964.23
188;06.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;3.74;5.88;957.26
189;06.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;3.89;5.94;959.59
190;06.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;71.11;3.81;5.83;957.01
191;07.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;5.03;8.04;954.01
192;07.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;5.3;8.04;956.39
193;07.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;126.04;5.05;7.95;953.75
194;08.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;305.53;;7.78;11.12;950.67
195;08.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;282.98;;8.2;11.58;953.06
196;08.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;379.9;54.11;7.86;11.51;950.52
197;09.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;180.1;;12.38;16.02;952.25
198;09.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;169.15;;12.68;15.91;954.71
199;09.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;215.8;159.21;12.48;15.82;952.21
200;10.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;305.58;;8.63;10.7;950.22
201;10.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;289.58;;8.99;11.28;952.7
202;10.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;386.46;61.32;8.86;10.95;950.11
203;11.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;340.96;;3.16;5.1;959.14
204;11.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;474.63;;2.95;4.98;961.48
205;11.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;515.4;56.45;3.43;5.09;958.84
206;12.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;209.03;;7.27;12.85;964.49
207;12.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;134.95;;7.05;12.5;966.81
208;12.03.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;310.01;99.61;7.42;12.42;964.21
209;13.03.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;78.17;;11.95;17.5;957.94
210;13.03.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;79.63;;12.18;17.71;960.31
